SERIAL_CODE,EMS_ID,STATION_NAME,STATION_NAME_FULL,LOCATION,CITY,CATEGORY,STATION_ENVIRONMENT,STATION_OWNER,DATE_ESTABLISHED,NOTES,LATITUDE,LONGITUDE,HEIGHT.m.,STATUS,CGNDB
404,E225868,Prince George Hart Highlands,Prince George Hart Highlands,3487 East Austin Road,Prince George,NON OPERATIONAL,Commercial,ENV,4/4/1997,Station closed 1998-03-22,53.9894,-122.7858,740,INACTIVE,N/A
214,E277370,Prince George Hwy 16/97 MAML,Prince George Hwy 16/97 MAML,Roadside,Prince George,MOBILE NON OPERATIONAL,Rural,ENV,3/9/2009,Mobile Air Monitoring Laboratory;;Station Closed 2009-10-21,53.8963,-122.7666,595,INACTIVE,N/A
139,0450322,Prince George Jail,Prince George Jail,775 E Highway 16,Prince George,OPERATIONAL,Commercial,INDUSTRY,1/1/1981,NAPS 100211,53.908018,-122.713337,616,ACTIVE,N/A
405,M109915,Prince George Jail,Prince George Jail_60,2nd Avenue,Prince George,NON OPERATIONAL,Commercial,ENV,12/13/1984,Station closed 1987-06-16,53.9069,-122.7133,623,INACTIVE,N/A
140,0450324,Prince George Lakewood,Prince George Lakewood,4131 Rainbow Drive,Prince George,OPERATIONAL,Residential; Shaw,INDUSTRY,4/15/1982,N/A,53.9156,-122.7958,584,ACTIVE,N/A
406,M109943,Prince George Lakewood,Prince George Lakewood_60,Lakewood School,Prince George,NON OPERATIONAL,Residential,ENV,12/17/1984,Station closed 1987-06-16,53.9153,-122.7961,584,INACTIVE,N/A
210,E270963,Prince George Marsulex Acid Plant,Prince George Marsulex Acid Plant,8901 Penn Road,Prince George,OPERATIONAL,Industrial,INDUSTRY,1/3/2008,NAPS 100212,53.8416,-122.7344,604,ACTIVE,N/A
142,M109913,Prince George Northwood,Prince George Northwood Met_60,Fraser Flats,Prince George,NON OPERATIONAL,Industrial,ENV,6/18/1987,closed 2013-10-08,53.9675,-122.6908,577,INACTIVE,N/A
144,0450307,Prince George Plaza 400,Prince George Plaza 400 Met_60,1011 4th Avenue,Prince George,OPERATIONAL,Commercial,ENV,12/17/1984,N/A,53.91472,-122.74194,588,ACTIVE,N/A
423,0451307,Prince George Plaza 400 URG,Prince George Plaza 400 URG,1011 4th Avenue,Prince George,NON OPERATIONAL,N/A,ENV,12/30/2003,Station closed 2005-02-18,53.9147,-122.7419,601,INACTIVE,N/A
146,M109914,Prince George Pulp,Prince George Pulp Met_60,Prince George Pulp Mill,Prince George,OPERATIONAL,Industrial,ENV,6/23/1987,N/A,53.9244,-122.6861,600,ACTIVE,N/A
407,0450232,Prince George Van Bien,Prince George Van Bien,311 Wilson Crescent,Prince George,NON OPERATIONAL,Residential,INDUSTRY,6/15/1982,Station closed 1995-05-16,53.8906,-122.7614,594,INACTIVE,N/A
408,M109946,Prince George Van Bien,Prince George Van Bien_60,Van Bien Elementary School,Prince George,NON OPERATIONAL,Residential,ENV,1/21/1985,Station closed 1989-09-05,53.8892,-122.7603,594,INACTIVE,N/A
388,0660607,Prince Rupert (Ambient),Prince Rupert (Ambient),1700 Sloan Avenue,Prince Rupert,NON OPERATIONAL,Residential,INDUSTRY,1/2/1993,Station closed 1998-04-06,54.2967,-130.335,50,INACTIVE,N/A
326,M106037,Prince Rupert (Met),Prince Rupert (Met),1700 Sloan Avenue,Prince Rupert,NON OPERATIONAL,Industrial,ENV,2/10/1990,Station Closed 1996-09-14,54.2322,-130.2889,35,INACTIVE,N/A
546,E312331,Prince Rupert Fairview,Prince Rupert Fairview,Fairview Container Terminal,Prince Rupert,OPERATIONAL,N/A,INDUSTRY-PRPA,7/26/2017,Relocated from PR Pineridge Elementary,54.292637,-130.352420,15,ACTIVE,N/A
547,E312331,Prince Rupert Fairview,Prince Rupert Fairview_60,Fairview Container Terminal,Prince Rupert,NON OPERATIONAL,N/A,INDUSTRY,7/26/2017,N/A,54.292615,-130.352188,15,INACTIVE,N/A
327,E231838,Prince Rupert Galloway Rapids,Prince Rupert Galloway Rapids,Highway 16,Prince Rupert,NON OPERATIONAL,Industrial,INDUSTRY,10/4/1998,Station Closed 2004-12-21,54.2322,-130.2889,1,INACTIVE,N/A
545,E312330,Prince Rupert Pineridge Elementary,Prince Rupert Pineridge Elementary,Pineridge Elementary School,Prince Rupert,NON OPERATIONAL,N/A,INDUSTRY,12/16/2016,AQ and MET monitoring from 2016-12-16 to 2017-07-25,54.29854700,-130.337676,63,INACTIVE,N/A
425,E288469,Prince Rupert Roosevelt Park School,Prince Rupert Roosevelt Park School Met_60,800 Summit,Prince Rupert,OPERATIONAL,N/A,ENV,1/31/2012,N/A,54.3064,-130.3269,80,ACTIVE,N/A
389,E231657,Prince Rupert Seal Cove,Prince Rupert Seal Cove,Seal Cove,Prince Rupert,NON OPERATIONAL,Commercial,INDUSTRY,7/4/1998,Station closed 2002-09-02,54.3311,-130.2761,2,INACTIVE,N/A
432,E293649,Prince Rupert Westview MAML,Prince Rupert Westview MAML,Westview Dock,Prince Rupert,MOBILE NON OPERATIONAL,N/A,ENV,4/14/2013,Station closed August 17. 2013 @1200,54.3047,-130.3436,33,INACTIVE,N/A
148,E266302,Quadra Island Cape Mudge Village,Quadra Island Cape Mudge Village,In village,Campbell River,NON OPERATIONAL,Residential,INDUSTRY,1/4/2007,Station Closed 2010-08-31,50.0183,-125.1972,3,INACTIVE,N/A
147,E225378,Quadra Island Lighthouse,Quadra Island Lighthouse,N/A,Campbell River,NON OPERATIONAL,Rural,ENV,2/21/1997,Station Closed 2009-08-05,49.9983,-125.1956,2,INACTIVE,N/A
300,M102039,Qualicum Beach,Qualicum Beach,N/A,Qualicum Beach,NON OPERATIONAL,Residential,ENV,2/17/1994,Station Closed 1997-08-28,49.3472,-126.4444,57,INACTIVE,N/A
150,E233625,Qualicum Beach Jones Street,Qualicum Beach Jones Street_60,740 Jones Street,Qualicum Beach,NON OPERATIONAL,Residential,ENV,6/1/1999,Station closed 2012-11-26,49.3385,-124.4516,98,INACTIVE,N/A
572,E318450,Quesnel Anderson Drive,Quesnel Anderson Drive,850 Anderson Dr.,Quesnel,E-BAM OPERATIONAL,EBAM site. relocated from Redwood.,ENV,10/24/2019 9:03:10 AM,The site was selected as it's used to be a PM station. wanting to see if anything has changed.,52.5804,-122.3101,479,ACTIVE,N/A
153,M111073,Quesnel CP,Quesnel CP Met_60,North Star Road,Quesnel,OPERATIONAL,Industrial,ENV,6/18/1991,N/A,52.9919,-122.4883,488,ACTIVE,N/A
156,E216667,Quesnel Maple Drive,Quesnel Maple Drive,950 Mountain Ash Road,Quesnel,NON OPERATIONAL,Residential,INDUSTRY,11/3/1992,PM2.5 and PM10 TEOM set to record at local temperature and pressure 2011-02-25,52.9630,-122.4972,456,INACTIVE,N/A
375,E221885,Quesnel Pinecrest Centre,Quesnel Pinecrest Centre,501 Pinecrest Road,Quesnel,NON OPERATIONAL,Industrial,INDUSTRY,5/23/1995,Station Closed 2006-05-04,53.0028,-122.5122,500,INACTIVE,N/A
158,E208096,Quesnel Senior Secondary,Quesnel Senior Secondary Met_60,585 Callanan Street,Quesnel,OPERATIONAL,Residential,ENV,2/14/1990,N/A,52.9822,-122.4922,500,INACTIVE,N/A
159,E228064,Quesnel West Correlieu School,Quesnel West Correlieu School,850 Anderson,Quesnel,NON OPERATIONAL,Residential,INDUSTRY,11/17/2000,PM2.5 and PM10 TEOM set to record at local temperature and pressure 2011-02-25; station shut down July 28 @1100 PST,52.9664,-122.5167,0,INACTIVE,N/A
376,0550501,Quesnel West Fraser,Quesnel West Fraser,Finning Road,Quesnel,NON OPERATIONAL,Industrial,INDUSTRY,1/12/1990,Station closed 2007-01-03,53.0053,-122.4972,539,INACTIVE,N/A
390,E226268,Quick Mobile,Quick Mobile,Kerr Road,Quick,NON OPERATIONAL,Rural,ENV,5/22/1997,Station closed 1998-06-01,54.6214,-126.8511,552,INACTIVE,N/A
160,E248021,Revelstoke Mt Begbie School,Revelstoke Mt Begbie School,402 Downie Street,Revelstoke,NON OPERATIONAL,Residential,ENV,2/15/2002,PM2.5 TEOM set to record at local temperature and pressure 2011-02-11     Shut down 2012-07-26,50.9872,-118.2056,1500,INACTIVE,N/A
162,E248021,Revelstoke Mt Begbie School,Revelstoke Mt Begbie School_60,402 Downie Street,Revelstoke,NON OPERATIONAL,Residential,ENV,2/15/2002,Shut down 2012-07-26,50.9872,-118.2056,1500,INACTIVE,N/A
336,E207419,Richmond East,Richmond East,16400 Cambie Road,Richmond,METRO VANCOUVER NON OPERATIONAL,Residential,MVRD,1/6/1987,GVRD T019 Station closed 1996-09-30,49.1847,-123.1847,15,INACTIVE,N/A
248,E207417,Richmond South,Richmond South,Williams and Aragon Road,Richmond,METRO VANCOUVER,Residential,MVRD,1/7/1986,GVRD T017,49.1414,-123.1083,15,ACTIVE,N/A
163,E207879,Robson,Robson,3113 Charleston Road,Robson,OPERATIONAL,Residential,INDUSTRY,5/16/1989,NAPS 106401,49.337031,-117.698275,441,ACTIVE,N/A
494,E304684,Rolla 213 Road,Rolla 213 Road,5095 213 Road; private residence,Rolla,NON OPERATIONAL,N/A,ENV,12/15/2015,Station shutdown 2017-11-30,55.90761,-120.16901,708,INACTIVE,N/A
272,E282769,Rolla MAML,Rolla MAML,976 Sweetwater Road,Rolla,MOBILE NON OPERATIONAL,Rural,ENV,7/20/2010,Mobile Air Monitoring Laboratory;;Closed 2010-08-11,55.8997,-120.1869,695,INACTIVE,N/A
301,E222012,Royal Oak Hydro Mobile,Royal Oak Hydro Mobile,4400 West Saanich Road,Victoria,NON OPERATIONAL,Commercial,ENV,7/26/1995,Station Closed 1995-12-12,48.4906,-123.3883,25,INACTIVE,N/A
446,E294391,Rumble Beach Firehall,Rumble Beach Firehall_60,1051 Marine Drive,Port Alice,NON OPERATIONAL,N/A,INDUSTRY,8/1/2013 8:10:39 AM,N/A,50.42671230,-127.488127,37,INACTIVE,N/A
164,E221821,Rumble Beach Hospital,Rumble Beach Hospital,1090 Marine Road,Port Alice,NON OPERATIONAL,Commercial,INDUSTRY,1/2/1995,Station shut down for approx 1 year,50.4264,-127.4881,3,INACTIVE,N/A
347,E233344,Salmon Arm Hospital,Salmon Arm Hospital,601 10th Street NE,Salmon Arm,NON OPERATIONAL,Residential,ENV,6/8/1998,Station closed 1998-08-26,50.7017,-119.2236,350,INACTIVE,N/A
302,M101110,Saturna,Saturna Met,Mt Warburton,Saturna,NON OPERATIONAL,Forest,ENV,11/7/1985,Station Closed 1995-09-25,48.7744,-123.1700,445,INACTIVE,N/A
303,M101005,Saturna Pike,Saturna Pike,Mt Warburton,Saturna,NON OPERATIONAL,Forest,ENV,8/10/1992,Station Closed 2002-01-03,48.7744,-123.1700,478,INACTIVE,N/A
167,0440403,Scottys Marina,Scottys Marina,5220 Broadwater Road,Castlegar,OPERATIONAL,Commercial,INDUSTRY,3/7/1992,N/A,49.3427,-117.8297,502,ACTIVE,N/A
254,E231001,Seymour Falls,Seymour Falls,Seymour Dam,Vancouver,METRO VANCOUVER NON OPERATIONAL,Forest,MVRD,1/1/1985,GVRD T025;Station Closed Due to Construction 2011,49.4400,-122.9714,220,INACTIVE,N/A
366,M115024,Skookumchuck,Skookumchuck,Highway 93/95,Cranbrook,NON OPERATIONAL,Industry,ENV,10/11/1987,Station closed 2005-07-19,49.8369,-115.7458,783,INACTIVE,N/A
422,E254190,Skookumchuck Farstad Way,Skookumchuck Farstad Way,Near Tembec Mill on Farstad,Cranbrook,OPERATIONAL,Industrial,INDUSTRY,8/26/2011,N/A,49.905404,-115.755613,746,ACTIVE,N/A
543,E254190,Skookumchuck Farstad Way,Skookumchuck Farstad Way_60,Near Tembec Mill on Farstad,Cranbrook,OPERATIONAL,N/A,INDUSTRY,2/9/2018 2:08:54 PM,N/A,49.905404,-115.755613,746,ACTIVE,N/A
367,E207914,Skookumchuck Johnson Lake,Skookumchuck Johnson Lake,Johnson Lake Road Southsite Road,Cranbrook,NON OPERATIONAL,Industrial,ENV,10/11/1989,Station closed 1995-05-12,49.9547,-115.7594,828,INACTIVE,N/A
368,E221953,Skookumchuck Moan Road,Skookumchuck Moan Road,Moan/Skookumchuck Road,Cranbrook,NON OPERATIONAL,Industrial,INDUSTRY,6/21/1995,Station closed 1996-06-27,49.8233,-115.7667,783,INACTIVE,N/A
563,E315110,Smithers Muheim Memorial,Smithers Muheim Memorial_60,1188 King Street,Smithers,OPERATIONAL,N/A,ENV,2/1/2019 9:54:37 AM,N/A,54.7784861,-127.168542,496,ACTIVE,N/A
168,E206589,Smithers St Josephs,Smithers St Josephs,4020 Broadway Avenue,Smithers,OPERATIONAL,Residential; Telus; NAPS 102401,ENV,3/6/1997,Smithers PM2.5 and PM10 TEOM set to record at local temperature and pressure 2011-02-15; Aeth off June 11. 2014,54.783308,-127.177324,495,INACTIVE,N/A
171,E206589,Smithers St Josephs,Smithers St Josephs_60,4020 Broadway Avenue,Smithers,OPERATIONAL,Residential,ENV,11/21/1994,21X Closed 2009-12-08; re-opened 2015-06-23,54.7830,-127.1775,481,INACTIVE,N/A
337,M110511,South Langley,South Langley Met,240 Street,Langley,NON OPERATIONAL,Rural,ENV,6/19/1985,Station closed 1993-12-31,49.0042,-122.5611,80,INACTIVE,N/A
493,E304570,Squamish Elementary,Squamish Elementary_60,Next to playing field at the school,Squamish,OPERATIONAL,N/A,ENV,12/17/2015,N/A,49.70516000,-123.15133000,6,ACTIVE,N/A
187,0310172,Squamish Gov't Bldg,Squamish Gov't Bldg,38075 2nd Avenue,Squamish,NON OPERATIONAL,Residential; Shaw; stn closed 2016-02-24,ENV,1/11/1984,PM2.5 BAM and TEOM set to record at local temperature and pressure 2011-02-09,49.7063,-123.1544,20,INACTIVE,N/A
173,M104270,Squamish,Squamish_60,38075 2nd Avenue,Squamish,NON OPERATIONAL,Residential,ENV,5/17/1985,Station Closed 2010-02-02,49.7003,-123.1536,10,INACTIVE,N/A
435,E292249,Stewart Youth Centre,Stewart Youth Centre Met_60,720 King Street,Stewart,OPERATIONAL,N/A,ENV,2/1/2013 2:02:14 PM,N/A,55.9381,-129.9850,13,ACTIVE,N/A
128,E278429,Strathnaver Meadowbank,Strathnaver Meadowbank_60,Pinnacle Pellet Plant 41880  Hwy 97N,Strathnaver,NON OPERATIONAL,Industrial,INDUSTRY,2/2/2010,Closed Amb Jan 11. 2013   Closed Met Jan 24. 2013,53.3002,-122.5214,655,INACTIVE,N/A
338,M110512,Sumas,Sumas,Vye Road,Sumas,NON OPERATIONAL,Rural,ENV,6/27/1985,Station closed 1987-03-24,49.0347,-122.1597,6,INACTIVE,N/A
247,E206271,Surrey East,Surrey East,19000 72nd Avenue,Surrey,METRO VANCOUVER,Residential,MVRD,1/4/1984,GVRD T015,49.1328,-122.6942,79,ACTIVE,N/A
339,M110513,Surrey Echo,Surrey Echo,10334 152A Street,Surrey,NON OPERATIONAL,Residential,ENV,5/30/1985,Station closed 1996-03-12,49.1897,-122.7975,82,INACTIVE,N/A
409,0770707,Taylor Farmhouse,Taylor Farmhouse,1.5 miles NE of Plant Site,Taylor,NON OPERATIONAL,Industrial,INDUSTRY,1/4/1993,Station closed 1998-01-31,56.1667,-120.6750,0,INACTIVE,N/A
497,E304685,Taylor Lone Wolf Golf Course,Taylor Lone Wolf Golf Course,9999 99 Avenue,Taylor,NON OPERATIONAL,Shut down at 17:00. Mar. 5. 2018,ENV,1/27/2016,N/A,56.16013000,-120.67594000,488,INACTIVE,N/A
499,E304685,Taylor Lone Wolf Golf Course,Taylor Lone Wolf Golf Course_60,9999 99 Avenue,Taylor,NON OPERATIONAL,Shut down at 17:00. Mar. 5. 2018,ENV,1/26/2016,N/A,56.16013000,-120.67594000,488,INACTIVE,N/A
176,E234230,Taylor South Hill,Taylor South Hill_60,Pingle Creek Road,Taylor,OPERATIONAL,Rural,INDUSTRY,3/2/1998,NAPS 104302,56.105871,-120.662779,689,ACTIVE,N/A
179,0770708,Taylor Townsite,Taylor Townsite,McMahon Complex. Alaska Highway,Taylor,OPERATIONAL,Residential,INDUSTRY,4/1/1993,NAPS 104301; changed to Envidas Ultimate 2017-08-04,56.150186,-120.686985,474,ACTIVE,N/A
556,Taylor OGC CAMEL,Taylor Willow Drive,Taylor Willow Drive,intersection of 102 St & Willow,Taylor,BC OGC MOBILE,N/A,BC OGC,9/19/2018 4:11:10 PM,N/A,56.144931,-120.678956,0,INACTIVE,N/A
391,E233102,Telegraph Creek,Telegraph Creek,Tahltan School,Telegraph Creek,NON OPERATIONAL,Residential,ENV,7/23/1998,Station closed 1998-09-02,54.9033,-131.1611,0,INACTIVE,N/A
213,E230557,Telkwa,Telkwa,1304 Birch Street,Telkwa,NON OPERATIONAL,Rural; Cellular,ENV,7/1/2009,Teom & Sharp removed from service 2015-05-08; now a Met site only,54.691479,-127.054340,80,INACTIVE,N/A
182,E230557,Telkwa,Telkwa_60,1304 Birch Street,Telkwa,OPERATIONAL,Rural,ENV,1/20/1998,Station Closed 2009-12-09; re-opened 2015-06-22,54.691479,-127.054340,0,ACTIVE,N/A
392,E220621,Terrace Airport,Terrace Airport,Terrace Airport,Terrace,NON OPERATIONAL,Commercial,INDUSTRY,8/6/1994,Station closed 1994-10-04,54.4667,-128.5667,0,INACTIVE,N/A
185,M107028,Terrace BC Access Centre,Terrace BC Access Centre_60,104 3220 Eby Street,Terrace,NON OPERATIONAL,Residential; Station closed May 6. 2015,ENV,6/13/1996,PM2.5 TEOM set to record at local temperature and pressure 2011-02-11;;PM10 TEOM set to record at local temperature and pressure 2011-03-04,54.5183,-128.5975,510,INACTIVE,N/A
473,E300350,Terrace Skeena Middle School,Terrace Skeena Middle School_60,3411 Munroe Street,Terrace,OPERATIONAL,N/A,ENV,11/28/2014 11:29:42 AM,CR1000,54.52167,-128.6075,81,ACTIVE,N/A
456,E295891,Tomslake 197 Rd East,Tomslake 197 Rd East,14927 Old Edmonton Highway,Tomslake,NON OPERATIONAL,N/A,ENV,12/9/2013,Station closed Nov 30 2015 @1400,55.59015000,-120.08583000,765,INACTIVE,N/A
466,E295891,Tomslake 197 Rd East,Tomslake 197 Rd East Met_60,14927 Old Edmonton Highway,Tomslake,NON OPERATIONAL,N/A,ENV,5/5/2014 10:21:23 AM,Station closed Nov 30 2015 @1400,55.59015000,-120.08583000,765,INACTIVE,N/A
265,E279629,Tomslake MAML,Tomslake MAML,Toms Lake Community Centre,Dawson Creek,MOBILE NON OPERATIONAL,Rural,ENV,5/14/2010,Mobile Air Monitoring Laboratory;;Station Closed 2010-06-21,55.5564,-120.0814,0,INACTIVE,N/A
186,E269123,Trail Aquatic Centre,Trail Aquatic Centre,1875 Columbia Avenue,Trail,NON OPERATIONAL,Residential,ENV,9/10/2007,Station Closed 2010-02-25,49.0955,-117.6972,486,INACTIVE,N/A
190,0250009,Trail Butler Park,Trail Butler Park,1875 Columbia Avenue,Trail,OPERATIONAL,Residential,INDUSTRY,1/3/1972,NAPS 102201,49.096218,-117.697828,422,ACTIVE,N/A
189,0250009,Trail Butler Park,Trail Butler Park Met_60,1875 Columbia Avenue,Trail,OPERATIONAL,Residential,INDUSTRY,10/17/1985,changed over to CR1000 July 27. 2016,49.096218,-117.697828,423,ACTIVE,N/A
264,0260012,Trail Columbia Gardens Airport,Trail Columbia Gardens Airport,Highway 22A,Trail,OPERATIONAL,N/A,INDUSTRY,6/5/2010,Station Closed 2011-06-09; Re-opened August 17. 2016,49.04640500,-117.60711000,428,ACTIVE,N/A
192,E237758,Trail Columbia Gardens Airport,Trail Columbia Gardens Airport_60,Field along the south property line,Trail,OPERATIONAL,Commercial,INDUSTRY,6/23/1999,Station Closed 2011-06-09; Re-opened July 28. 2016,49.04640500,-117.607110,428,ACTIVE,N/A
369,0260010,Trail Downtown,Trail Downtown,WKP & Light Building,Trail,NON OPERATIONAL,Commercial,INDUSTRY,1/1/1982,Station closed 2003-12-31,49.0953,-117.6508,417,INACTIVE,N/A
370,0260026,Trail Glenmerry,Trail Glenmerry,3370 Highway Drive,Trail,NON OPERATIONAL,Commercial,INDUSTRY,12/24/1986,Station closed 2001-07-31,49.0967,-117.6686,458,INACTIVE,N/A
371,0260023,Trail Hospital,Trail Hospital,1200 Hospital Bench,Trail,NON OPERATIONAL,Residential,INDUSTRY,1/7/1995,Station closed 2009-09-30,49.1031,-117.6833,457,INACTIVE,N/A
372,0260022,Trail Oasis,Trail Oasis,Willow End Road,Trail,NON OPERATIONAL,Industrial,INDUSTRY,1/1/1982,Station Closed 2006-12-31,49.1331,-117.7456,555,INACTIVE,N/A
373,E222141,Trail West,Trail West,Corner of Bay Avenue & Wilms Lane,Trail,NON OPERATIONAL,Residential,INDUSTRY,5/21/1995,Station closed 2004-09-30,49.0936,-117.7014,488,INACTIVE,N/A
273,E283549,Tsawwassen,Tsawwassen,411 Milsom Wynd,Delta,METRO VANCOUVER,Residential,MVRD,4/8/2010,GVRD T039,49.0099,-123.0820,52,ACTIVE,N/A
509,Tumbler Ridge OGC CAMEL,Tumbler Ridge Lions Flatbed Creek Campground,Tumbler Ridge Lions Flatbed Creek Campground,off Don Phillips Way,Tumbler Ridge,BC OGC MOBILE,N/A,BC OGC,7/7/2014,N/A,55.119369,-121.019111,0,INACTIVE,N/A
266,E282169,Ucluelet Amphitrite Point,Ucluelet Amphitrite Point,Coast Guard Drive,Ucluelet,NON OPERATIONAL,Commercial; Cellular,ENV,5/14/2010,NAPS 106800,48.921799,-125.541209,14,INACTIVE,N/A
277,E282169,Ucluelet Amphitrite Point,Ucluelet Amphitrite Point Met_60,Coast Guard Lighthouse,Ucluelet,NON OPERATIONAL,Commercial,ENV,9/24/2010,N/A,48.921799,-125.541209,14,INACTIVE,N/A
440,E234293,Valemount,Valemount,1380 5th Avenue,Valemount,OPERATIONAL,N/A; Telus,ENV,3/1/2013,NAPS 106101,52.832459,-119.269821,800,ACTIVE,N/A
209,E234293,Valemount,Valemount Met_60,38 Dogwood Street,Valemount,OPERATIONAL,Commercial,ENV,11/13/2008,N/A,52.8330,-119.2680,792,ACTIVE,N/A
565,E316370,Vancouver Clark Drive,Vancouver Clark Drive,Clark Drive and 12th Avenue,Vancouver,METRO VANCOUVER,highway study,MVRD,1/2/2018,GVRD T050,49.260290,-123.077811,29,INACTIVE,N/A
259,E232246,Vancouver International Airport #2,Vancouver International Airport #2,3153 Templeton Street,Richmond,METRO VANCOUVER,Commercial,MVRD,1/2/1998,GVRD T031,49.1864,-123.1522,10,ACTIVE,N/A
241,0310175,Vancouver Kitsilano,Vancouver Kitsilano,2550 West 10th Avenue,Vancouver,METRO VANCOUVER NON OPERATIONAL,Residential,MVRD,3/16/2010,GVRD T002 Station closed 2014-05,49.2617,-123.1633,34,INACTIVE,N/A
340,0310176,Vancouver Marpole,Vancouver Marpole,250W 70th Avenue,Vancouver,METRO VANCOUVER NON OPERATIONAL,Residential,MVRD,1/8/1973,GVRD T003 Station closed 1993-05-06,49.2097,-123.1139,27,INACTIVE,N/A
240,0310174,Vancouver Robson Square,Vancouver Robson Square,Robson and Hornby,Vancouver,METRO VANCOUVER,Commercial,MVRD,1/2/1975,GVRD T001,49.2822,-123.1219,56,ACTIVE,N/A
212,E269223,Vanderhoof Courthouse,Vanderhoof Courthouse,2441 Bute Road,Vanderhoof,OPERATIONAL,Residential,ENV,12/8/2009,Changed BAM range May 11. 2015 from 200 to 500,54.0163,-124.0061,638,ACTIVE,N/A
207,E269223,Vanderhoof Courthouse,Vanderhoof Courthouse Met_60,2441 Bute Road,Vanderhoof,OPERATIONAL,NAPS 106900,ENV,5/10/2007,CR1000,54.016476,-124.005724,637,ACTIVE,N/A
348,E222853,Vernon City Hall Mobile,Vernon City Hall Mobile,340030th Avenue,Vernon,NON OPERATIONAL,Residential,ENV,1/1/1996,Station closed 1996-05-28,50.2661,-119.2708,400,INACTIVE,N/A
194,E249492,Vernon Science Centre,Vernon Science Centre_60,2704 Highway #6,Vernon,OPERATIONAL,Residential,ENV,10/15/2002,Station Closed 2009-12-19; CR1000 Aug 18. 2016,50.260617,-119.270723,476,ACTIVE,N/A
304,0110000,Victoria Air 1,Victoria Air 1,1106 Cook Street,Victoria,NON OPERATIONAL,Residential,ENV,1/1/1976,Station Closed 1983-02-28,48.4244,-123.3597,0,INACTIVE,N/A
203,E260701,Victoria Christopher Point,Victoria Christopher Point_60,DND property at Rocky Point,Victoria,NON OPERATIONAL,Rural,INDUSTRY,1/9/2005,Station Closed 2008-12-31,48.3094,-123.5619,0,INACTIVE,N/A
413,E285559,Victoria James Bay Daniels Electronics,Victoria James Bay Daniels Electronics,43 Erie Street,Victoria,NON OPERATIONAL,N/A,ENV,4/12/2011,N/A,48.4208,-123.3828,22,INACTIVE,N/A
211,E277063,Victoria James Bay MAML,Victoria James Bay MAML,James Bay Montreal Street,Victoria,MOBILE NON OPERATIONAL,Residential:  MAML Test 2012-08-29 to,ENV,5/19/2009,Mobile Air Monitoring Laboratory;;Station Closed 2009-08-24,48.418056,-123.381667,20,INACTIVE,N/A
460,E297190,Victoria James Bay The Reef,Victoria James Bay The Reef,21 Erie Street,Victoria,OPERATIONAL,N/A,INDUSTRY,4/2/2014,polled through Vic Topaz,48.42158900,-123.384311,22,ACTIVE,N/A
305,0110030,Victoria PAPS,Victoria PAPS,1250 Quadra Street,Victoria,NON OPERATIONAL,Residential,MVRD,1/4/1983,Station Closed 1997-10-30,48.4239,-123.3553,22,INACTIVE,N/A
20,0110031,Victoria Royal Roads University,Victoria Royal Roads University,2005 Sooke Road,Victoria,NON OPERATIONAL,Residential,INDUSTRY,3/3/1998,Station Closed 2008-12-31,48.4300,-123.4686,1,INACTIVE,N/A
205,0110031,Victoria Royal Roads,Victoria Royal Roads_60,2005 Sooke Road,Victoria,NON OPERATIONAL,Residential,INDUSTRY,3/3/1998,Station Closed 2008-12-31,48.4300,-123.4686,1,INACTIVE,N/A
8,E231866,Victoria Topaz,Victoria Topaz Met_60,923 Topaz Avenue,Victoria,OPERATIONAL,Commercial,ENV,5/1/1998,switched to CR1000; 20190305,48.441942,-123.363165,29,ACTIVE,N/A
283,0260011,Warfield Elementary,Warfield Elementary,395 Schofield Highway,Warfield,OPERATIONAL,N/A,INDUSTRY,9/28/2010,Attached to Ultimate at Columbia Gardens Aug 17. 2016,49.0952,-117.7469,604,ACTIVE,N/A
196,0260011,Warfield Elementary,Warfield Elementary Met_60,395 Schofield Highway,Warfield,OPERATIONAL,Forest,INDUSTRY,1/1/1982,changed over to CR1000 July 27. 2016,49.095439,-117.74683,610,ACTIVE,N/A
377,M109011,Wells,Wells,Jack of Club Lake,Wells,NON OPERATIONAL,Forest,ENV,7/25/1990,Station closed 1991-10-08,53.0983,-123.5786,1207,INACTIVE,N/A
341,0310180,West Vancouver Lions Gate,West Vancouver Lions Gate,Welsh Road,West Vancouver,METRO VANCOUVER NON OPERATIONAL,Commercial,MVRD,1/8/1980,GVRD T008 Station closed 1993-09-30,49.3181,-123.1347,15,INACTIVE,N/A
217,E278652,Whistler Function Junction MAML,Whistler Function Junction MAML,Waste Treatment Plant,Whistler,NON OPERATIONAL,Industry,ENV,1/27/2010,Mobile Air Monitoring Laboratory;;Station Closed 2010-04-15,50.0856,-123.0383,593,INACTIVE,N/A
200,E248797,Williams Lake CRD Library,Williams Lake CRD Library,180 North third Avenue,Williams Lake,NON OPERATIONAL,Residential; NAPS 102706,ENV,7/26/2002,TEOM Converted from PM2.5 to PM10 2013-02-28; station closed 2014-06-17,52.13083,-122.14222,609,INACTIVE,N/A
199,E248623,Williams Lake Canadian Tire,Williams Lake Canadian Tire Met_60,1050 South Lakeside Drive,Williams Lake,OPERATIONAL,Residential,ENV,6/13/2002,N/A,52.1175,-122.1313,578,INACTIVE,N/A
